city_id_city,pincode_id
2594,431512
2595,441802
2596,759127
2597,305621
2598,326502
2599,344031
2600,301404
2601,332311
2602,305022
2603,301707
2604,303102
2605,621306
2606,636401
2607,504218
2608,502278
2609,508204
2610,506172
2611,229301
2612,343040
2613,401105
2614,246725
2615,225124
2616,203394
2617,251201
2618,246731
2619,262309
2620,247663
2621,741121
2622,735204
2623,721253
2624,731123
2625,742212
2626,722137
2627,721134
2628,534320
2629,534260
2630,534460
2631,521165
2632,787060
2633,243701
2634,784164
2635,792001
2636,792103
2637,671551
2638,262524
2639,736159
2640,736135
2641,799264
2642,825406
2643,825403
2644,805125
2645,825323
2646,784101
2647,490024
2648,491223
2649,495554
2650,496227
2651,835211
2652,764058
2653,493663
2654,493661
2655,312202
2656,360510
2657,383215
2658,415511
2659,385555
2660,393040
2661,126111
2662,192303
2663,193201
2664,176063
2665,175015
2666,722140
2667,184120
2668,629151
2669,629171
2670,472010
2671,488441
2672,416509
2673,210121
2674,799014
2675,785686
2676,785670
2677,786610
2678,761020
2679,752077
2680,144521
2681,143512
2682,327801
2683,638151
2684,638101
2685,637505
2686,628215
2687,621005
2688,601203
2689,600124
2690,630108
2691,642109
2692,503245
2693,202170
2694,244002
2695,274406
2696,284401
2697,221107
2698,276404
2699,207301
2700,845303
2701,441501
2702,712123
2703,713128
2704,523101
2705,403505
2706,360410
2707,394327
2708,123302
2709,182320
2710,192121
2711,577432
2712,691533
2713,673612
2714,690520
2715,691536
2716,686506
2717,678683
2718,454552
2719,466331
2720,442301
2721,410505
2722,421601
2723,755043
2724,140115
2725,629251
2726,272155
2727,518501
2728,523226
2729,230204
2730,811315
2731,221303
2732,364060
2733,127308
2734,561207
2735,686540
2736,695607
2737,682012
2738,680587
2739,682305
2740,686513
2741,484551
2742,451111
2743,465441
2744,413130
2745,412102
2746,414203
2747,431717
2748,331803
2749,312023
2750,624101
2751,630702
2752,641201
2753,621708
2754,638103
2755,638106
2756,799289
2757,222202
2758,209202
2759,209721
2760,733121
2761,799102
2762,585310
2763,581359
2764,685612
2765,695572
2766,227813
2767,125053
2768,382729
2769,152022
2770,231205
2771,122508
2772,788815
2773,403513
2774,365421
2775,365440
2776,362250
2777,363330
2778,389170
2779,383315
2780,122104
2781,122508
2782,131402
2783,175125
2784,825316
2785,833219
2786,571432
2787,571434
2788,581320
2789,673508
2790,678642
2791,691536
2792,680301
2793,458228
2794,465679
2795,416216
2796,415307
2797,141801
2798,312604
2799,322025
2800,621801
2801,624710
2802,603202
2803,627808
2804,508284
2805,509125
2806,509324
2807,509102
2808,500050
2809,506342
2810,509338
2811,508115
2812,799013
2813,799035
2814,271865
2815,226024
2816,246722
2817,212655
2818,233227
2819,210502
2820,284405
2821,226301
2822,205264
2823,272192
2824,243726
2825,764056
2826,764036
2827,582114
2828,690505
2829,673603
2830,690526
2831,454660
2832,464881
2833,445401
2834,752106
2835,605104
2836,383235
2837,629401
2838,521185
2839,222143
2840,700119
2841,700018
2842,686631
2843,410501
2844,676304
2845,673639
2846,793160
2847,225301
2848,243720
2849,202130
2850,229127
2851,151504
2852,127046
2853,125113
2854,365640
2855,364505
2856,382825
2857,325220
2858,313603
2859,670511
2860,689695
2861,679328
2862,620013
2863,621314
2864,571105
2865,571124
2866,571218
2867,517424
2868,522020
2869,521230
2870,508116
2871,486335
2872,455118
2873,754219
2874,752019
2875,676552
2876,457777
2877,274407
2878,587122
2879,605001
2880,711315
2881,522111
2882,841417
2883,175008
2884,313605
2885,244222
2886,573116
2887,685602
2888,247661
2889,587201
2890,424206
2891,132041
2892,402109
2893,695582
2894,627751
2895,125133
2896,136026
2897,585327
2898,470113
2899,151501
2900,141120
2901,143602
2902,144702
2903,144409
2904,244231
2905,262201
2906,244241
2907,422601
2908,414502
2909,425405
2910,400612
2911,441902
2912,442903
2913,442908
2914,413203
2915,743263
2916,743145
2917,712136
2918,743347
2919,670645
2920,481445
2921,221715
2922,457226
2944,799113
2945,737113
