v_model_name,v_model_id
Destiny 20,7354
DETOUR MS,5140
DETOUR SS,5139
Detroit 5.0,9131
DeX GR,9812
Dezir,9702
dfjjbjkl,9948
Dhanno,7702
DI 30 Baagban,5781
DI 30 Baagban Super,5799
DI 305 NG,5883
DI 35,5836
DI 35 Rx,8377
DI 350 NG,5809
DI 42 RX,5771
DI 450 NG,5884
Di 450 NG 4WD,6128
DI 450-550 NG 4X4,5885
DI 47 RX,5838
DI 475,8365
DI 490,8366
DI 550 NG,5810
DI 550 Star,7364
DI 60,8376
DI 60 DLX,8390
DI 60 MM SUPER,8383
DI 60 RX,8391
DI 6500,7362
DI 6565,5731
DI 730 II HDM,8379
DI 734,5773
DI 734 (S1),8375
DI 740 III,5844
DI 740 III S3,8369
DI 745 DLX,8381
DI 745 III,5845
DI 750 III,5777
DI 750 Sikander,8389
DI 7575,7361
DI 854 NG,5808
DI 9000,7359
DI-305,6130
DI-335,5879
DI-345,5784
DI-355,5806
DI-450,5880
DI-460,5807
DI-6500 NG V2 24 Gears,8361
DI-854 NG,5973
Diablo 16,3497
Diablo 20,3499
diamond 50 cm,3872
Diamond Head,11824
Diana 26T,3435
Diana Classic,3443
Diavel,1301
Diavel 1260,1331
Diavel Diesel,1323
Diavel V4,11185
Diesel,1657
DIESEL 2400,5289
DIESEL 2600,5288
DIESEL 2900,5286
DIESEL 650B,5287
Diesel Cargo,9918
Diesel Passenger,9920
Dimple Testing,9616
Dio,3242
Dio 125,10119
Dio 2017 20,1017
Discover 100,1147
Discover 100 M,1153
Discover 100 T,1155
Discover 110,1206
Discover 125,1163
Discover 125 M,1151
Discover 125 St,2710
Discover 135,1188
Discover 150,2486
Discover 150 F,1152
Discover 150 S,1156
Discover 18T20T,3810
Discovery,467
Discovery 3,470
Discovery 4,484
Discovery Sport,481
Divo,213
Diya,3445
Django,1986
Django 125,9915
DLX Udaan,9427
Dmax V Cross,5520
Doddle 16T,3457
DOMAIN 24T,3303
Domane AL 2,4729
Domane AL 2 Disc,4730
Domane AL 3 Disc,4731
Domane AL 5 Disc,4733
Domane SL 5,4735
Domane SL 6,4147
Domane SL 7,4737
Domane SL 7 eTap,4738
Dominar 250,3191
Dominar 400,7680
Dominar 400 2016 2018,1204
Dominar 400 2016-2020,1203
Dominar 400 2019,1214
Dominator,1602
Dominator 26T (21 SPD),3684
Dominator 26T Double Disc,3679
Dominator 26T V-Brake,3685
Dominor 400,2857
Doodle,8541
Doodle 16T,6853
Doodle 16T EVA,6572
Doodle 20T,6571
Doodle 20T EVA,6570
Dorado 24T Front Suspension,3310
Dorado 26 IBC,3333
Doraemon Blossom 16T,7857
Doraemon Blossom 20T,7858
Doraemon Flower Power 14T,7859
Doraemon Flower Power 16T,7860
Doraemon Flower Power 20T,7861
Doraemon Let's Travel 16T,7862
Doraemon Let's Travel 20T,7863
Doraemon Race On 14T,7864
Doraemon Race On 16T,7865
Doraemon Race On 20T,7866
Doran 29ER,3711
Dorsoduro,2410
Dorsoduro 900,1120
Dost,6369
Dost CNG,6366
DOST LiTE,6367
Dost Plus,8104
Dost Strong,6368
Dost Xpress,8634
Dotty 12T EVA,3468
Dotty 14T EVA,6565
Dotty 14T TT,6564
DOVE 26T,3882
Downtown,4413
DR Z50,1724
DR-Z50,8012
DRAGSTER 27.5T,8161
Dragster800 RR,1598
Draken,1794
Drako 14,3517
Dream IBC 26T,3892
Dream Neo,1041
Dream Plus,10727
Dream Yuga,1027
Drift,4688
Drive 1.0 700 C,4287
Drive 2.0 700 C,4286
Drive Plus,9561
Drive Pro,9560
Drixx,7612
Drixx Lithium Ion 26 Ah,7804
Drixx Lithium Ion 34 Ah,7803
Dronzer,1338
Drophead Coupe,976
Dryft MTB,4834
Dryft Single Speed,4835
DSR Adventure 200,1861
DT 3000,8498
DTB 26T 21 Spd,3680
DTR 24 Disc,4411
Dual,7503
Dual Sport 1,4757
Dual Sport 2,4748
Dual Sport 3,4749
Dual Sport 4,4750
Ducati Scrambler Sixty2,1304
Ducati Superbike,2254
Ducato,298
Dude 20T,3356
Dude 26T 21SPD Double Disc,3712
Duel 2013,4776
Duel Disc 2013,4777
Duel Pro 2013,4778
Duel Pro Women 2013,4779
DUELLO 105 MIX,9690
Duello Campagnolo Centaur,9132
Duet,2033
Duet 24T,3318
Duet 26T,4085
Duet E,2040
Duffy IBC 20T,3843
Duke 125,1540
Duke 200,1515
Duke 200 2017,1532
Duke 250,1537
Duke 290 2017,2855
Duke 350,1517
Duke 390,2603
Duke 390 2017,1531
Duke 390 2017 Edition1,1530
Duke 690,1520
Duke Electric,9025
Duke Fat Bike,9133
DUM DUM 16T,4172
Dunamis 24T,5365
Dunamis 26T DS,6863
Dune 1,7230
Dune 1 26T,4846
Dune 3,7232
Dune 3 26T,4844
Dune 4,7233
Dune 4 26T,4842
Duro,1564
Duro DZ,1578
Duster,3219
Duster 2012 15,600
Duster 2015 16,594
Duster 2016 19,610
Duster 2019-20,601
Duster 2025,9901
DX,7738
DYNA,1350
Dynamite 20,4973
Dynamite 24 Comp,4913
Dynamite 24 Pro Disc,4914
Dynamite 24 Sport,4912
Dynamite ZX 24T,4113
Dynamite ZX 26T,6601
DYNO PRO COMPE 24,5613
DYNO PRO COMPE 29,5614
Dynox 12T EVA,3467
Dynox 14T EVA,6563
Dynox 14T TT,6562
Dzire,3225
Dzire Tour,891
E - STAR,8038
E Alfa Cargo,9843
E Bike,1135
E Cart,9309
E Cart Cargo,9349
E Cart Garbage Collector,9437
E Cart Loader,9400
E Class 2009 13,931
E Class 2013 15,961
E Lite,1137
E Loader,9348
E Loader Rickshaw,9377
E Magic,1138
E Mate,1140
E one Forty 400,4476
E one Forty 700,4478
E Pace,429
E Plus,1136
E Rickshaw,9310
E Rickshaw Load Carrier,9398
E Rickshaw Loader,9393
E Scoot,1139
E Spark,9754
E Sprint,1393
E Star,1142
E Zap,5183
E Zephyr,1547
E Zephyr Sst,1544
E-Alfa Cargo,8606
E-Alfa Mini,7486
E-Alfa Super,10951
E-Auto,9391
E-Big Nine 300 SE,4466
E-Big Seven 300 SE,4465
E-Big Tour 400 EQ,4462
E-Big Tour 600 EQ,4463
E-Big Tour 700 EQ,4464
E-Bike,8004
E-Cart,9388
E-Class,973
E-Class 2015-17,926
E-Class All Terrain,939
E-Class Cabriolet Facelift,7636
E-Dyroth,9630
E-Monster,4903
E-Omnia FX Type GX Eagle 1x12SP,6739
E-Omnia FX Type XT 1x12SP,6744
E-Omnia X Type Deore 1x11SP,6757
E-Omnia X Type SX Eagle 1x12SP,6753
e-Rickshaw L5M,9761
E-SCULTURA 400,4436
E-SILEX 400,4434
E-SILEX 600,4435
E-SPEEDER 200,4432
E-SPEEDER 400 EQ,4433
E-Spillo Active SF Gent Deore 10SP,6798
E-Spillo Active SF Lady Deore 10SP,6766
E-Spillo Classic Gent Altus 8SP,6779
E-Spillo Classic Lady Altus 8SP,6780
E-Spillo Luxury Gent Altus 9SP,6769
E-Spillo Luxury Lady Altus 9SP,6768
E-Spresso  EP8 Edition EQ,4459
E-SPRESSO 300 SE EQ,4449
E-SPRESSO 400 S EQ,4451
E-SPRESSO 500 EQ,4453
E-SPRESSO 600 EQ,4455
E-SPRESSO 700 EQ,4457
E-SPRESSO 800 EQ,4461
E-SPRESSO CC 400 EQ,4438
E-SPRESSO CC 400 SE EQ,4437
E-SPRESSO CC 600 EQ,4439
E-SPRESSO CC XT Edition EQ,4440
E-SPRESSO CITY 300 SE EQ,4441
E-SPRESSO CITY 400 EQ,4442
E-SPRESSO CITY 500 EQ,4443
E-SPRESSO CITY 600 EQ,4444
E-SPRESSO CITY 700 EQ,4445
E-SPRESSO CITY 800 EQ,4447
E-Spresso City EP8 Edition EQ,4446
E-SPRESSO L 300 SE EQ,4448
E-SPRESSO L 400 S EQ,4450
E-SPRESSO L 500 EQ,4452
E-SPRESSO L 600 EQ,4454
E-SPRESSO L 700 EQ,4456
E-SPRESSO L 800 EQ,4460
E-Spresso L EP8 Edition EQ,4458
E-Supro Cargo Van,8714
E-Supro Van,7471
E-SUV Adventure GX Eagle 12SP,6734
E-SUV Racer XTR 12SP,6724
E-SUV Rally XTR 12SP,6726
e-tron,166
E-Tron GT,7610
E-Verito,4892
E01,8451
E1,9134
E1 Pro,9135
E110A,8483
E1k,1618
e20 NXT,7646
E20Plus,4893
E2Go,7936
E2K,1619
e2o,138
e2o Plus,118
E3,9136
E3 Pro,9137
E3K,1620
E5,9138
E5 Pro,9139
E6 Electric,7686
E7,9140
E9,8544
Eagle,7939
Eagle Gold 22T,5330
Eagle-100 (4.8),7953
Eagle-100 (6.0),7954
EaS-E,9268
Easy Go,8487
Easy Plus,5945
EasyGo Plus,8486
Ebignine 300 Se Eq,4467
Ebignine 400,4468
Ebignine 400 Eq,4469
Ebignine 600,4470
Ebignine 600 Eq,4471
Ebignine 700,4472
Ebignine 700 Eq,4473
Ebignine Xt Edition,4474
eC3,9488
eCargo,9358
ECity Zip,10042
Eclipse Cross,527
ECO BIKE 26T,3371
Eco Bike 26T MS,3355
Eco Dryft,9661
Eco Lady 26T,3354
ECO Udaan,9429
ECOFIT 2600,5311
ECOFIT 2900,5309
ECOFIT 650B,5310
ECOLIFE Electric Bus,7450
Ecomet 1015 HE,6370
Ecomet 1015 Star Tipper,8898
Ecomet 1015 Tipper,6371
Ecomet 1115 HE,6372
Ecomet 1215 HE,6373
Ecomet 1215 Star Tipper,8920
Ecomet 1215 Tipper,6374
Ecomet 1415 7 Cum Tipper,9999
Ecomet 1415 HE,6375
Ecomet 1415 Star Tipper,8897
Ecomet 1615 HE,6376
EComet 1615 HE CNG,9998
Ecomet STAR 1115 CNG,9301
Ecomet Star 1415 Tipper,9995
Ecomet Star 1815 HE,9996
EcoSport,340
EcoSport 2013-15,317
Ecosport 27.5  MS,5158
Ecosport 27.5  SS,5152
Ecrosstown,4961
Ecrosstown Ls,4960
Eddy,8434
Edge,4905
Edge 229/227,5052
Edge 3.7,5055
Edge 327,5050
Edge 5.9,5086
Edge 527,5054
Edge 529/527,5053
Edge 7.9,5087
Edge Red Mercedes Benz Folding Cycle,5031
Edge Sky Blue Mercedes Benz Folding Cycle,5036
Edge Sl 627/629,5056
Edge Sl 727/729,5057
Edge White Mercedes Benz Folding Cycle,5035
EDT600R Electric Bike,8008
Eeco,910
Eeco 2022,9261
Eeco Cargo,9458
Eeco2022,9259
Eeva,8395
Eeva ZX,8394
EF1,8532
Egnite,2155
Egnite D,2154
eGO,1840
eGo DB Li,1842
eGo LA,7928
eGo Li,7932
eGo T3,1843
EHS,9727
Eider Jetmax Discontinued,2686
EiV 12,9302
EiV 7,9765
Eko Cosmic,2072
Eko Ev60,2071
Eko Strike,2073
Ekspres 26 T,3982
eKUV100,112
Elan 27,9045
Elan 29,9044
Elantra,381
Elantra 2006 09,392
Elantra 2012 15,375
Elantra 2015 16,351
Elantra 2015 19,409
Elantra 2023,6653
Eldorado,1593
Electa,7900
Electra Glide,6479
Electra Glide Standard,1391
Electra Neo,1736
Electra X,1643
Electric  12,10323
Electric Bike,1626
Electric Cargo,9924
Electric Cargo Rickshaw,9406
Electric Compact SUV,9297
Electric Cruiser,1855
Electric Cycle  Masti Fat Tyre,5322
Electric Cycle  Tango Red and Orange,5327
Electric Cycle Masti,5323
Electric Cycle Masti 36v Fittrip Sniper,5325
Electric Cycle Tango,7357
Electric double decker,9407
Electric EC 1,9449
Electric Ev1,5186
Electric Loader,9415
Electric Passenger,9923
Electric Rickshaw Loader,9410
Electric Scooter,1228
Electrica,2133
Electrika A1,9770
Electron Er,1451
Elegante,1862
Elegante 150,5680
ELEKTRIKA 60,4897
Elektron,9485
Element 21 Speed With Front Andamp Rear Disc Brake,3344
Element DDB 24 21S,6538
Element DDB 26 21S,6639
Element DDB 27.5 21S,6537
Element Double Disc (21 SPD) 29T,6536
Element Pro Double Disc (21 SPD) 29T,6535
Element Single Speed  29T,3328
Element Single Speed Disc & V-Brake,3329
Element Single Speed IBC Version 24 T,6534
Elettrica,1884
Elevate,10574
Elevate 2017-2023,9927
Elie 26T,3874
Eliminator,1474
Elit 3000,1556
Elite,7477
Elite Cargo,7730
Elite i20,402
Elite i20 2014 15,357
Elite i20 2018,380
Elite i20 2020,369
Elite Paxx,8073
Elite Plus,7729
Eliza 26T,3353
Elly 26T,6948
Elly MTB 24T,5401
Elly MTB 26T,6947
Elm,4707
ELP,9764
Elroq,9914
Elsa,3454
Elsa 20,6983
Elsa i 14,6982
Elsa i 16,6981
Eltra,12494
ELUTE 26T,3370
Elute 28T,3352
Elvis 20T,5391
EM1 e,9603
eMaestro,7992
Emerge,1735
Emonda ALR 5,5643
Emonda SL 5 Disc,5644
Emonda SL 6 Disc,5646
Emonda SL 6 Disc Pro,5645
EMX,8543
EMX Aqua,9698
Encod,4231
ENCOD 29T,4230
Endeavour,3222
Endeavour 2003-07,328
Endeavour 2007-09,319
Endeavour 2009 14,334
Endeavour 2014 15,330
Endeavour 2016-20,343
Endeavour 2019,337
ENDURANCE 700C,8304
Enduro,7524
Enigma Creasent,2002
Enigma Intense,2000
Enigma Muscular,2001
Enjoy,246
Enjoy 2013-15,217
Enticer,1928
EnTorq 210,1809
Envy,7938
ENVY 2900,5316
Enyaq iV,7691
ENZO,280
EON,404
Eone Forty 500,4477
Eone Forty 8000,4479
Eone Forty 9000,4480
Eone Forty Eq,4475
Eone Sixty 10K,4486
Eone Sixty 300S,4481
Eone Sixty 500,4482
Eone Sixty 700,4483
Eone Sixty 8000,4484
Eone Sixty 9000,4485
Epluto,2157
Epluto 7G,7805
ePluto 7G Pro,9941
ePro cargo,9899
EQA,6691
Eqautor IBC 20T,3747
EQB,9591
EQC,942
EQE,10213
EQS,7642
EQUATOR 20T,3732
ER 6N,1470
ERIKKA 24T,3860
Erikka 26T,3889
ERN Deluxe,9442
Ertiga,905
Ertiga 2012 2015,881
Ertiga 2018,882
Ertiga 2018-2022,8436
ERX5,836
ES,488
ES1+,7986
Escalade,1003
Escape 1 Disc 2021,4265
Escape 2 City Disc,4266
Escape 3 2021,4271
Escort,321
eShaft,9359
eSpa,1841
eSPA LA,7929
eSpa Li,1844
Essence 26 T,3980
Essence 26T,3877
Essentia,236
Essentia SST,1546
Estate,650
Estate 26 T,3473
Esteem,865
Estilo,851
Etania,1341
Eterno,1019
Etios,753
Etios 2010 12,740
Etios 2013 14,726
Etios 2014 16,722
Etios Cross,756
Etios Liva,754
Etios Liva 2011 12,729
Etios Liva 2013 14,715
Etios Liva 2014 16,750
ETrance,2156
ETrance NEO,4889
ETrance Plus,7501
Etraverse 12,4964
Etraverse 21,4963
Etraverse 21 St,4962
Etron,2158
eTryst 350,9257
Euniq 7,9733
eureka,13070
Euro 41 Plus,8264
EURO 42 PLUS,5931
Euro 42 Plus PowerHouse,8266
Euro 439,8198
Euro 45,8202
Euro 45 Plus,5712
Euro 47,5932
Euro 47 PowerHouse,8206
Euro 50,5924
Euro 50 Next,8199
Euro 50 PowerHouse,8263
Euro 55,5743
Euro 55 Next,8201
Euro 55 PowerHouse,8267
Euro 60,5741
Euro 60 Next,8205
Euro G28,7781
EV,8979
EV 134,10364
EV 23,10363
EV 67,10365
EV 90,10373
EV 98,10371
EV Cargo PU,12493
EV Cruiser,9788
EV Cub,1064
EV Motorcycle,9773
EV Rorr,8069
EV Star CC,9746
EV13,10321
EV2,10319
EV5,11611
EV6,8109
EV9,9734
EVA,9988
EVA 20 INCH,5121
Evade,823
Evalia 2013,566
EVANA 26t,3869
Evanka,7956
Everve Electric Scooter,3164
eVespa,7700
eVespa V2 (Lithium+48V),7806
EVision Electric,666
EVO XI,528
Evolve R,8026
Evolve Z,8025
EvOne,9942
Evoqis,7933
EVOX 20 360,4229
eVX EV,9726
EWX,13061
EXC 450,3149
Excel 4710,5840
Excel 4710 Paddy Special,8289
Excel 5510,5871
Excel 6010,5843
Excel 6510,5872
Excel 7510,5803
Excel 8010,5874
Excel 9010,5783
Excel Dshox 26T,3914
Excel T,2121
Excelo,8833
Excelo CNG,8838
Excelo School,8834
Excelo School CNG,8839
Exclusive LX School Bus BS6,9543
Executive,1625
Executive 6060,8197
Executive LX Staff Bus BSVI,7407
Exito Solo,8452
EXL,1455
Exo 700C,5007
EXP 9F,208
EXPEDITION 700C - BLACK GREEN,8356
EXPEDITION 700C - BLUE WHITE,8307
Exter,9664
Exter EV,11609
Extreme,416
Extreme 20T,4228
EZ,7615
eZy,8023
F 650,2373
F 750 GS,2944
F 850 GS,2925
F 850 GS Adventure,7978
F 850 Gs Old,1274
F 900 R,5685
F 900 R 2020,3096
F 900 XR,5683
F 900 XR 2020,3095
F-Pace,424
F-Si Alloy 1 27.5T,7205
F-SI Alloy 1 29er,7204
F-Type,436
F-Type R Dynamic Black,9333
F12berlinetta,272
F270 HB,8823
F3,1595
F3 800,1599
F310 HB,8816
F330 HB,8813
F4,1596
F430,267
F5,7656
F620 GT,277
F650,1256
F7,7647
F700,1257
F750 GS,8520
F750 GS 2020,1275
F77,8017
F8 Tributo,5650
F850 GS,1273
F99,9748
Faast 4,8022
Faast F2B,9571
Faast F2F,9801
Faast F2T,9625
Faast F3,9790
Fabia,643
Fabia 2008 10,627
Fabia 2010 2015,620
Fabia 2023,8509
Fabia Combi,621
Facelift,1125
Facton 26T,3768
Factor 27.5,9051
Factor 29,9052
Factory,2347
Fairy 16T,3568
Fairy 20T,3569
Falcon,336
FALCON 26T,3917
Falcon LI,7807
Fame,1552
Fang 21 Speed 27.5,4310
Fang 21 Speed 29ER,4309
Farmtrac 45,8192
Farmtrac 50 Smart,8191
Farmtrac 60,8183
Farris IBC 16T,3835
Fascino,1927
Fascino 125 Fi,3135
Fascino 125 Fi Hybrid,7520
Fashia,7955
FASTBACK 3 2015,7350
Fastroad Advanced 1 Asia 2021,4269
Fastroad SL 2 2021,4236
Fat Bob,1370
Fat Bob 114 BS6,6478
Fat Bob Old,1379
Fat Boy,2772
Fat Boy 114,1368
Fat Boy Anniversary,1384
Fat Tyre Electric Bicycle,5324
Fathom 1,6679
Fathom 29 2-(2021),4235
Fazer,1903
Fazer 125,1947
Fazer 250,1946
Fazer 250 Old,1964
Fazer Old,2736
FE SLF,8684
Feather,4946
Feather 2014,7051
Feather CX 1.1 2014,7044
Feather CX 1.3 2014,7048
Fenix A 105,5106
Fenix C 105,5104
Fenix C Ultegra,5103
Fenix Sl 105 Mix,5101
Feo,11634
FERRARI 26,5231
FERRARI 2600,5219
FERRARI FB2610,5220
FERRARI FOLDING FB2011,5218
FERRARI FOLDING FB2018,5217
FF,268
FH 520 6x4 Roadtrain,6961
FH 520 Puller,8572
FH 6x4 Puller,6923
Fiero,1799
Fiero 125,8103
Fiero 18T,3738
Fiesta,347
Fiesta 2004-08,323
Fiesta 2008 11,338
Fiesta 2011 13,333
Fiesta Classic,326
Fiesta Hatchback,316
FIGHTER 20T,3811
Figo,3218
Figo 2010-12,327
Figo 2012-15,318
Figo 2015 19,341
Figo 2019-20,332
FIGO 20T,8316
Figo Cross,331
Finesse,7476
Finest 1.1 C 2014,7049
Finest 1.1 T 2014,7045
Finest 1.3 2014,7047
Finest 1.5 T 2014,7043
Finest 2.1,7046
Finisher 26T (21SPD) Front Disc,3681
Finisher 26T (21SPD) V-Brake,3682
FINISHER DS 24T,3707
Finisher DS 26T,3676
Finisher HT 24T,3677
Finisher HT 26T,3678
Finisher RS 24T,3673
Finisher RS 26T,3674
FIREBIRD 20T,3808
FIREBIRD 26T,3911
Firefox Street,6966
Firestorm 27.5 D,6980
Firestorm 29 D,6979
Firo IBC 26T,3320
Fit Folding,9141
Fitness Bike,5011
Fitness Bike Black,5027
Flame,1783
Flame 12T,3400
Flame 16T,3399
Flame D Shox Db 26T,3932
Flame Dshox 24T Multispeed,3855
Flare RF 26T,4041
Flarecity 26T,6585
Flash,1405
Flash (21SPD) 24T,4298
Flash 21 Speed 26,4308
FLASH 520 24T,4227
Flash LA,1413
Flash LI,1414
Flash LX,7808
Flavor 20T,3825
Flavor 24T,3853
Flextrail 27.5 D,3552
Flora,9618
Flora 16T,3461
Flora 16T EVA,6548
Flora 20T,6547
Flora 20T EVA,6576
Flourish 4(2021),4237
Flow,1092
Fluence,616
Fluence 2009 13,602
FLUFFY 20T,3832
Fly,1863
Fly 20T16T,3812
Flydale 16,3510
Flydale 20,3509
Flying,9562
FLYING CHAMP,3988
FLYING CHAMP 20T,8319
Flytron 20,3508
FM 370,8573
FM 380 4X2 Tractor,6922
FM 380 8x4,6466
FM 400,8574
FM 400 HD,8575
FM 420 4x2,7601
FM 420 8x4 23cu.m,7600
FM 420 Euro-4 6x4,8576
FM 440 6x4,8577
FM 480,6927
FM 6x4 Puller,6925
FM 6x4 Tractor,6924
FMX,6467
FMX 440,8578
FMX 460 8x4,6921
FMX 460 8x4 20.3 cu.m,7599
FMX 460 8x4 33 CU.m,7598
FMX 460 8X4 Mist Water Sprinkler,6963
FMX 460 8x4 Tree Transplanter,6962
FMX 520 10x4,6926
Foc Rush 290,9142
Focus,329
Folding Cycle,5032
force 26t,3925
FORCE 29 ELITE,5571
FORCE 29 EXPERT,5574
FORCE 29 PRO,5575
FORCE CARBON EXPERT,5570
FORCE CARBON PRO,5572
FORCE CARBON TEAM,5573
FORCE COMP,5578
Force Dshox 26T,3927
FORCE ELITE,5569
Force Gte Amp,5548
Force Gte Current,5547
Ford Ecosport 2020,2166
fordnew,9881
Forester,229
Forma DI 450,5881
Forma DI 550,5882
Forseti,8521
Fortuner,10311
Fortuner 2009 2011,732
Fortuner 2011 16,739
Fortuner 2016 20,4867
Fortuner Legender,9922
Fortuner new,752
Fortwo,1011
Forty Eight,1358
Forty Eight Special,1385
Forty Two,1464
Forza 300,1090
Forza 350,9492
FOXXX 20T,3602
Freddy 16T,5395
Freddy 20T,5390
Freeco 20T,3834
Freed,4
Freedom,1976
Freedum,7772
Freedum Li,7809
Freelander 2,486
Freelander 2 2009 2013,468
Freestyle,324
FREEWAY 26T,3341
FRENZY 20T,8318
Frontex 20T,5389
Frontex 24T,5364
Frontex 26T,5356
Frontex 26T 21 Speed,5355
Frontier 24T,3854
Frontier Elite,7349
Frontier Sport,7348
Fronx,7769
Fronx 2017-2023,10383
Fronx1,12690
FTB,9143
FTB 27.5,9144
FTB PRO,9145
FTO,524
FTR 1200,1449
Fuel EX 5 Deore,4718
Fuel EX 9.9 XO1,4715
FUELER 22,5592
FUGITIVE,4428
Fugitive 27.5T,6910
Fugitive 275,4426
Fugitive 29T,6911
FUGITIVE Single Speed,4430
Fugitive Single Speed 29T,6905
FunBike 16 T,3986
Funky 20,5246
Fuoco 105,9146
FURIO 11,6393
FURIO 12,6394
FURIO 14,6395
FURIO 14 HD,6860
FURIO 16,6396
FURIO 17,6397
Furio 7 Cargo,7595
Furio 7 HD Cargo,7594
Furio 7 Tipper,7593
Furo 24,9643
Furo 24 D,3490
FURY,4838
FURY 518,4837
FURY EXPERT,5576
FURY PRO,5577
Fusion,320
Fusion 24,3492
Fusion 26,3545
Fusion 26T Front Suspension,5510
Fusion 27.5 D,3549
Fusion 29 D,3553
Fusion X 27.5D,9634
Fusion X 29 D,9633
Future,8488
Futuro E,5189
FUZZ COMP,5282
FUZZ COMP PRO LT,5229
Fuzz Pro,5236
FUZZ RACE,5283
Fuzz Sport,5237
fvbdddd,9799
FX,1007
FX 1,4755
FX 1 Disc,4745
FX 100 18S Disc Brakes (FX 100 DX2 18S),6597
FX 100 18S V-Brakes,4106
FX 2 Disc,4752
FX 3 Disc,4753
FX Sport 5,4751
FX Sport Carbon 4,4756
FX100 DX2 26T,8419
FX300 HT,9581
FX390 HT,9584
FXDC SUPER GLIDE,1351
FZ,2258
Fz 1 Fazer,1945
Fz 150,1950
FZ 25,5656
Fz 250,2740
FZ FI,1963
FZ FI V3,3208
Fz Fi Version 3,1973
Fz S,2267
Fz S Fi V 2 0,1902
Fz S Fi Version 3,1974
Fz S V 2 0,1943
Fz S V2 0,1949
FZ Version 3,1971
FZ Version 3 0,1900
FZ-15 ABS,9805
FZ-X,6822
FZ1,1923
FZ25,1951
FZS 25,3210
FZS FI 2021,7557
FZS FI BS6,3207
FZS FI V4,12489
G,947
G 310 GS,1266
G 310 R,2613
G 310 RR,9265
G 500 6x4 Heavy Puller,6333
G-Class,969
G-Special Electric Scooter,7993
G1,7563
G10 MPV,3284
G3 AMT BS6,8828
G310 6x2,6951
G310Gs 2018 20,3269
G310R,1263
G310R 2018 20,3270
G4 Rexton,123
G410,6954
G460 Puller,6953
G5,1896
Galaxy,2134
Galaxy 24T,3859
Galaxy Dshox 24T,3858
Galaxy Dshox 26T,3893
Galaxy Dshox Ddb 26T,3895
Gallardo,461
Gallop 27.5,5160
GAMER 26T,3302
GAMER APEX 26T - 21 speed/Double Disc Brake,3345
Gamer Apex IBC Single Speed,3322
Gamer IBC 26 D/Shocker,6543
Gamer NV,3334
Gangzta 29 D,3559
Garbage Loader Van,9432
Garbo,9383
Garda Disc,9147
Garuda,8455
Gauzy 24T,3387
Gauzy 26T,3386
Gavriil,9148
GD,1427
GD450,1430
Gelon 24T,5432
Gelon 24T (3 Inch) Tyres,5431
Gelon 26T,5428
Gelon 26T (3.00 Tyres),5427
Gelon 26T (3.00 Tyres) 21 Speed,5426
Gelon 27.5T,5419
Gelon 27.5T 21 Speed,5414
Gelon 29T,5413
GEM 24T,3842
GEM 26t,3867
GEM Cargo,7718
Gem Cargo 200 Bi Fuel CNG,9847
Gem Cargo CNG Aqua 6F,9846
GEM Cargo petrol,7723
GEM Delivery van,7720
Gem Paxx,7719
GEMINI CNG,7727
GEMINI Petrol,7726
GEMINI Petrol Cargo,7728
GEN NOW 21 Speed 26T with Magnesium wheel,3348
GEN NOW 27.5/ 26T 21 Speed -Double Disc Brake,3343
GEN NOW Single Speed 27 T,3327
GEN NXT Nanu E-Scooter,7571
Gen Nxt Nanu Plus,8107
Genesis,379
GENIE 20T,3837
Genio 27.5T,6616
Genius,1554
Genze 2 0,1573
Getz,362
Getz Prime,415
Ghibli,504
Ghost,977
Ghost Series II,980
Gianicolo 700C,9149
Giant Pa2 With Giant Patented Dbl Dynamic Balanced Lacing,4282
Giant Sr2 Wheelset,4279
Giga,4328
girish,13071
Giro F1,9674
Giro F1W,9678
Giro FM1 - Women,9673
GIRO FM1- Men,8151
Gixxer 150,3195
Gixxer 150 2014-20,1696
Gixxer 2014 2018,2449
Gixxer 250,2619
Gixxer 250 2019-20,1727
Gixxer SF,3194
Gixxer SF 2014-20,1725
Gixxer SF 2015 18,1698
Gixxer Sf 2015 2018,2517
Gixxer SF 250,3192
Gixxer SF 250 2019-20,1708
GK 350,9453
Gkon Cargo,9350
Gkon Loader,9351
GL,927
GL Class 2007 12,950
GLA,936
GLA 45 AMG,967
GLA 45 AMG 2007 12,951
GLA Class,964
Glacier 700C,5433
Gladiator,1899
Gladiator 26T MS With Front Suspension And Disc Brake,5513
Gladiator Graffiti,1958
Glamour,2079
Glamour 2012 2016,2012
Glamour 2017,2866
Glamour 2017-20,2049
Glamour Xtec,8018
Glanza,8438
Glanza 2020-2022,718
Glanza CNG,9534
GLB,960
GLC,955
GLC 2016 19,954
GLC Coupe,7961
GLC Coupe 2017-2020,3271
GLE 2015 19,924
GLE LWB,13072
GLE-Class,971
Glide,5258
Glide Lady,1549
Glide SST,1545
Glide Unisex,1548
Glide V2 (Lithium+48V),7701
Glide V3+ (Lithium+60V),7810
Glitz 24,3525
Glitz 24T,6946
Glitz 26T,6945
Glitzy 26T,3451
Glob,7573
Global Motors Rock 100,2003
GLOBATE 20T,4226
GLOBATE 24T SS,4225
GLOBATE 26T,4224
Globate 27.5T,3413
Globate 29T MS,3412
Globate Eva 26T,3385
Gloria,542
GLORY IBC 24T,3300
Gloster,3273
GLS,935
